"title","abstract","authors","link","date","subject","source","initial_decision","q0","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","extraction_date","expert_decision","ID"
"Spread and control of COVID-19 in China and their associations with population movement, public health emergency measures, and medical resources","ABSTRACT BACKGROUND The COVID-19 epidemic, first emerged in Wuhan during December 2019, has spread globally. While the mass population movement for Chinese New Year has significantly influenced spreading the disease, little direct evidence exists about the relevance to epidemic and its control of population movement from Wuhan, local emergency response, and medical resources in China. METHODS Spearman's correlation analysis was performed between official data of confirmed COVID-19 cases from Jan 20th to Feb 19th, 2020 and real-time travel data and health resources data. RESULTS There were 74,675 confirmed COVID-19 cases in China by Feb 19th, 2020. The overall fatality rate was 2.84%, much higher in Hubei than in other regions (3.27% vs 0.73%). The index of population inflow from Hubei was positively correlated with total (Provincial r=0.9159, p<0.001; City r=0.6311, p<0.001) and primary cases (Provincial r=0.8702, p<0.001; City r=0.6358, p<0.001). The local health emergency measures (eg, city lockdown and traffic control) were associated with reduced infections nationwide. Moreover, the number of public health employees per capita was inversely correlated with total cases (r=-0.6295, p<0.001) and infection rates (r=-0.4912, p<0.01). Similarly, cities with less medical resources had higher fatality (r=-0.4791, p<0.01) and lower cure rates (r=0.5286, p<0.01) among the confirmed cases. CONCLUSIONS The spread of the COVID-19 in China in its early phase was attributed primarily to population movement from Hubei, and effective governmental health emergency measures and adequate medical resources played important roles in subsequent control of epidemic and improved prognosis of affected individuals.","Ying, S.; Li, F.; Geng, X.; Li, Z.; Du, X.; Chen, H.; Chen, S.; Zhang, M.; Shao, Z.; Wu, Y.; Syeda, M. Z.; Yan, F.; Che, L.; Zhang, B.; Lou, J.; Wang, S.; Chen, Z.; Li, W.; Shen, Y.; Chen, Z.; Shen, H.","https://www.medrxiv.org/content/10.1101/2020.02.24.20027623v1?rss=1""","20200227",NA,"medRxiv","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",11
"Mental health status and coping strategy of medical workers in China during The COVID-19 outbreak","Abstract Background: The impact of 2019 coronavirus disease (COVID-19) epidemic on mental health of medical workers, as well as its impact factors, remains unknown. We assessed symptoms of anxiety, depression and insomnia in medical workers and the effect of social support in China during COVID-19 epidemic. Methods: We conducted this study using online questionnaires via a social networking software, Wechat, within a week from Feb 9th 2020 to Feb 15th 2020. Symptoms of anxiety, depression and insomnia were measured by Zung self-rating anxiety scale (SAS), Chinese version of Center for Epidemiologic Studies Depression Scale and Insomnia Severity Index, respetively. The assessment of social support was measured by the Social Support Rating Scale. Results: Among all the 5393 respondents, anxiety, depression and insomnia symptoms of the population accounted for 5.9%, 28% and 34.3% of the total sample group, respectively. Female, contact with confirmed or suspected cases, work in the clinical first-line, low social support total score and low score in each dimension, nurses and other factors are closely related to the occurrence of depression, anxiety, insomnia symptoms.After controlling the Statistically significant population characteristics variables, we found that the total score of social support and the score of three dimensions were protective factors for psychological problems.","Siyu, C.; Xia, M.; Wen, W.; Cui, L.; Yang, W.; Liu, S.; Fan, J. F.; Yue, H.; Tang, S.; Tang, B.; Li, X.; Chen, L.; Qin, Z.; Lv, K.; Guo, X.; Lin, Y.; Wen, Y.; Gao, W.; Zheng, Y.; Xu, W.; Li, Y.; Xu, Y.; Ling, L.; Lei, W.","https://www.medrxiv.org/content/10.1101/2020.02.23.20026872v1?rss=1""","20200225",NA,"medRxiv","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",12
"COVID-19 in Wuhan: Immediate Psychological Impact on 5062 Health Workers","BACKGROUND: The outbreak of COVID-19 has laid unprecedented psychological stress on health workers (HWs). We aimed to assess the immediate psychological impact on HWs at Tongji Hospital in Wuhan, China. METHODS: We conducted a single-center, cross-sectional survey of HWs via online questionnaires between February 8th and 10th, 2020. We evaluated stress, depression and anxiety by Impact of Event Scale-Revised (IES-R), Patient Health Questionnaire-9 (PHQ-9), and Generalized Anxiety Disorder 7-item (GAD-7), respectively. We also designed a questionnaire to assess the effect of psychological protective measures taken by Tongji Hospital. Multivariate logistic regression was used to identify predictors of acute stress, depression, and anxiety. RESULTS: We received 5062 completed questionnaires (response rate, 77.1 percent). 1509 (29.8 percent), 681 (13.5 percent) and 1218 (24.1 percent) HWs reported stress, depression and anxiety symptoms. Women (hazard ratio[HR], 1.31; P=0.032), years of working> 10 years (HR, 2.02; P<0.001), concomitant chronic diseases (HR, 1.51; P<0.001), history of mental disorders (HR, 3.27; P<0.001), and family members or relatives confirmed or suspected (HR, 1.23; P=0.030) were risk factors for stress, whereas care provided by hospital and department administrators(odds ratio [OR], 0.76; P=0.024) and full coverage of all departments with protective measures (OR, 0.69; P=0.004) were protective factors. CONCLUSIONS: Women and those who have more than 10 years of working, concomitant chronic diseases, history of mental disorders, and family members or relatives confirmed or suspected are susceptible to stress, depression and anxiety among HWs during the COVID-19 pandemic. Psychological protective measures implemented by the hospital could be helpful.","Zhu, Z.; Xu, S.; Wang, H.; Liu, Z.; Wu, J.; Li, G.; Miao, J.; Zhang, C.; Yang, Y.; Sun, W.; Zhu, S.; Fan, Y.; Hu, J.; Liu, J.; Wang, W.","https://www.medrxiv.org/content/10.1101/2020.02.20.20025338v1?rss=1""","20200223",NA,"medRxiv","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",13
"Generalized anxiety disorder, depressive symptoms and sleep quality during COVID-19 epidemic in China: a web-based cross-sectional survey","Background: China has been severely affected by COVID-19 (Corona Virus Disease 2019) since December, 2019. This study aimed to assess the population mental health burden during the epidemic, and to explore the potential influence factors. Methods: Using a web-based cross-sectional survey, we collected data from 7,236 self-selected volunteers assessed with demographic information, COVID-19 related knowledge, Generalized Anxiety Disorder-7 (GAD-7), Center for Epidemiology Scale for Depression (CES-D), and Pittsburgh Sleep Quality Index (PSQI). Logistic regressions were used to identify influence factors associated with mental health problem. Results: Of the total sample analyzed, the overall prevalence of GAD, depressive symptoms, and sleep quality were 35.1%, 20.1%, and 18.2%, respectively. Young people reported a higher prevalence of GAD and depressive symptoms than older people (P<0.001). Compared with other occupational group, healthcare workers have the highest rate of poor sleep quality (P<0.001). Multivariate logistic regression showed that age (< 35 years) and times to focus on the COVID-19 ([&ge;] 3 hours per day) were associated with GAD, and healthcare workers were associated with poor sleep quality. Conclusions: Our study identified a major mental health burden of the public during COVID-19 epidemic in China. Young people, people who spent too much time on the epidemic, and healthcare workers were at high risk for mental illness. Continuous surveillance and monitoring of the psychological consequences for outbreaks should become routine as part of preparedness efforts worldwide.","Huang, Y.; Zhao, N.","https://www.medrxiv.org/content/10.1101/2020.02.19.20025395v1?rss=1""","20200223",NA,"medRxiv","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",14
"Tracking and Predicting COVID-19 Epidemic in China Mainland","By proposing a varying coefficient Susceptible-Infected-Removal model (vSIR), we track the epidemic of COVID-19 in 30 provinces in China and 15 cities in Hubei province, the epicenter of the outbreak. It is found that the spread of COVID-19 has been significantly slowing down within the two weeks from January 27 to February 10th with 87.0% and 84.3% reductions in the reproduction number R0 among the 30 provinces and 15 Hubei cities, respectively. This suggests the extreme control measures implemented since January 23, which include cutting off Wuhan and many other cities and towns, a great public awareness and high level of self isolation at home, have contributed to a substantial decline in the reproductivity of the COVID-19 in China. We predict that Hubei province will reach its peak between February 20 and 22, 2020, and if the removal rate can be increased to 0.1, the epidemic outside Hubei province will end in May 2020, and inside Hubei in early June.","Sun, H.; Qiu, Y.; Yan, H.; Huang, Y.; Zhu, Y.; Chen, S. X.","https://www.medrxiv.org/content/10.1101/2020.02.17.20024257v1?rss=1""","20200220",NA,"medRxiv","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",15
"Investiagation of possible mechanism of eye transmission of SARS-CoV-2 based on SARS-CoV","bSARS-CoV-2 has been spreading rapidly since its outbreak in December 2019.Understanding its epidemiological characteristics, especially cutting off transmission routes, is crucial to controlling the spread of the disease. In the study of transmission pathway, the issue of whether SARS-CoV-2 is transmitted through ocular surface tissue has also aroused concerns, but there are still no clinically confirmed cases and laboratory evidence of its infection through ocular surface tissue. New research suggests that the SARS-CoV-2 belongs to the same genus as SARS coronavirus(SARS-CoV), and that it enters cells in the same way as SARS-CoV. This paper reviews the research on SARS-CoV to investigate the possible mechanism of eye transmission of SARS-CoV-2.","Niu, Fu-Lai","https://www.google.com/search?q=Investiagation+of+possible+mechanism+of+eye+transmission+of+SARS-CoV-2+based+on+SARS-CoV","2020"," Narrative review; Epidemiology","WHO","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",16
"Briefly Noted","By the time this issue of ADAW is published, the final figures will be out. At press time, some $400 million in a $2 trillion stimulus package designed to combat economic problems from the coronavirus pandemic is going to the Substance Abuse and Mental Health Services Administration, according to Andrew Kessler, principal with Slingshot Solutions. Both the Senate and House versions allocated $400 million. The Senate bill proposed $425 million, while the House proposed $435 million. In both bills, $15 million goes to the Indian Health Service and $50 million to suicide prevention. In the Senate bill, $250 million is allocated to certified community behavioral health clinics (CCBHCs), while that number is $200 million in the House version. These clinics currently exist in only eight states, Kessler pointed out. The CCBHC money will allow states to apply for grants and put forth their own behavioral health priorities, said Kessler. Watch next week's issue for details.","","https://doi.org/10.1002/adaw.32675","2020"," Opinion piece; Epidemiology","WHO","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",17
"A nationwide survey of psychological distress among Chinese people in the COVID-19 epidemic: implications and policy recommendations","The Coronavirus Disease 2019 (COVID-19) epidemic emerged in Wuhan, China, spread nationwide and then onto half a dozen other countries between December 2019 and early 2020. The implementation of unprecedented strict quarantine measures in China has kept a large number of people in isolation and affected many aspects of people's lives. It has also triggered a wide variety of psychological problems, such as panic disorder, anxiety and depression. This study is the first nationwide large-scale survey of psychological distress in the general population of China during the COVID-19 epidemic.","Qiu, J.; Shen, B.; Zhao, M.; Wang, Z.; Xie, B.; Xu, Y.","https://doi.org/10.1136/gpsych-2020-100213","2020"," Epidemiological study; Epidemiology","WHO","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",18
"Psychological Support for Medical Rescue Teams in Emergencies","Emergencies refer to those events that cause serious social harm, including natural disasters and public health events, and require emergency response. Medical rescue team is the main emergency rescue team. While carrying out the rescue mission, they are under great pressure both physically and mentally due to the unadaptability of the rescue environment, the lack of protective materials, overwork and other reasons, often resulting in fear, tension, anxiety, pessimism, self-blame and even acute stress disorder. Without timely and effective psychological support, long-term psychological problems such as post-traumatic stress disorder will remain after the event. Comprehensive psychological support includes psychological measurement of the whole rescue process, team formation before rescue and detailed psychological support intervention training, self-relaxation during rescue, basic life and safety guarantee, drug treatment, online psychological assistance, withdrawal of stressors after rescue and lifestyle reconstruction.","LI, Tong; YANG, Wei-rui; ZHENG, Xia-bing; YANG, Xiao-yu; GUAN, Nian-hong","https://www.google.com/search?q=Psychological+Support+for+Medical+Rescue+Teams+in+Emergencies","2020"," Opinion piece; Ethics, social science, economics","WHO","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",19
"Managing mental health challenges faced by healthcare workers during covid-19 pandemic","Neil Greenberg and colleagues set out measures that healthcare managers need to put in place to protect the mental health of healthcare staff having to make morally challenging decisions The covid-19 pandemic is likely to put healthcare professionals across the world in an unprecedented situation, having to make impossible decisions and work under extreme pressures. These decisions may include how to allocate scant resources to equally needy patients, how to balance their own physical and mental healthcare needs with those of patients, how to align their desire and duty to patients with those to family and friends, and how to provide care for all severely unwell patients with constrained or inadequate resources. This may cause some to experience moral injury or mental health problems. Moral injury, a term that originated in the military, can be defined as the psychological distress that results from actions, or the lack of them, which violate someone’s moral or ethical code.1 Unlike formal mental health conditions such as depression or post-traumatic stress disorder, moral injury is not a mental illness. But those who develop moral injuries are likely to experience negative thoughts about themselves or others (for example, “I am a terrible person” or “My bosses don’t care about people’s lives”) as well as intense feelings of shame, guilt, or disgust. These symptoms can contribute to the development of mental health difficulties, including depression, post-traumatic stress disorder, and even suicidal ideation.2 Equally, some people who have to contend with significant challenges, moral or traumatic, experience a degree of post-traumatic growth,3 a term used to describe a bolstering of psychological resilience, esteem, outlook, and values after exposure to highly challenging situations. Whether someone develops a psychological injury or experiences psychological growth is likely to be influenced by the way that they are supported …","Greenberg, Neil; Docherty, Mary; Gnanapragasam, Sam; Wessely, Simon","https://doi.org/10.1136/bmj.m1211","2020"," Case study/series; Clinical aspects, diagnosis, treatment","WHO","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",20
"Public Mental Health Crisis during COVID-19 Pandemic, China","The 2019 novel coronavirus disease emerged in China in late 2019-early 2020 and spread rapidly. China has been implementing emergency psychological crisis interventions to reduce the negative psychosocial impact on public mental health, but challenges exist. Public mental health interventions should be formally integrated into public health preparedness and emergency response plans.","Dong, L.; Bouey, J.","https://doi.org/10.3201/eid2607.200407","2020","Awaiting classification","WHO","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",21
"The Role of Telehealth in Reducing the Mental Health Burden from COVID-19","The psychological impact of the coronavirus disease 2019 (COVID-19) pandemic must be recognized alongside the physical symptoms for all those affected.1,2 Telehealth, or more specifically telemental health services, are practically feasible and appropriate for the support of patients, family members, and health service providers during this pandemic.3 As of March 18, 2020, there were >198,000 COVID-19 infections recorded globally, and 7,900 deaths. Psychological symptoms relating to COVID-19 have already been observed on a population level including anxiety-driven panic buying4 and paranoia about attending community events. Students, workers, and tourists who have been prevented from accessing their training institutions, workplaces, homes, respectively, are expected to have developed psychological symptoms due to stress and reduced autonomy and concerns about income, job, security, and so on.5 The Chinese, Singaporean, and Australian governments have highlighted the psychological side effects of COVID-19, and have voiced concerns regarding the long-term impacts of isolation and that the fear and panic in the community could cause more harm than COVID-19.6–8 In the absence of a medical cure for COVID-19, the global response is a simple public health strategy of isolation for those infected or at risk, reduced social contact to slow the spread of the virus, and simple hygiene such as hand washing to reduce the risk of infection. While the primary intervention of isolation may well achieve its goals, it leads to reduced access to support from family and friends, and degrades normal social support systems and causes loneliness, and is a risk for worsening anxiety and depressive symptoms.9 If left untreated, these psychological symptoms may have long-term health effects on patients and require treatment adding to the cost burden of managing the illness. Clinical and nonclinical staff are also at risk of psychological distress as they are expected to work longer hours with a high risk of exposure to the virus. This may also lead to stress, anxiety, burnout, depressive symptoms, and the need for sick or stress leave, which would have a negative impact on the capacity of the health system to provide services during the crisis.10 Treatment protocols for people with COVID-19 should address both the physiological and psychological needs of the patients and health service providers. Providing psychological treatment and support may reduce the burden of comorbid mental health conditions and ensure the wellbeing of those affected. Our challenge is to provide mental health services in the context of patient isolation, which highlights the role of telehealth (through videoconference, e-mail, telephone, or smartphone apps). The provision of mental health support (especially through telehealth) will likely help patients maintain psychological well-being and cope with acute and postacute health requirements more favorably. Examples of and evidence to support the effectiveness of telemental health are fairly diverse, especially in the context of depression,11 anxiety,12 and PTSD.13 Videoconferencing,14 online forums,15 smartphone apps,16 text-messaging,15 and e-mails17 have been shown to be useful communication methods for the delivery of mental health services. China is actively providing various telemental health services during the outbreak of COVID-19. These services are from government and academic agencies and include counseling, supervision, training, as well as psychoeducation through online platforms (e.g., hotline, WeChat, and Tencent QQ).18,19 Telemental health services have been prioritized for people at higher risk of exposure to COVID-19, including clinicians on the frontline, patients diagnosed with COVID-19 and their families, policemen, and security guards. Early reports also showed how people in isolation actively sought online support to address mental health needs, which demonstrated both a population interest and acceptance of this medium.20 Additional telehealth services have been previously funded by the Aust alian Government (Better Access Initiative program), to address mental health needs of rural and remote patients during emergency situations,21 such as long-term drought and bushfires. In response to COVID-19, the Australian Government has responded with additional funded services through the Medicare Benefits Schedule, enabling a greater range of telehealth services to be delivered, including telehealth[truncated]","Zhou, Xiaoyun; Snoswell, Centaine L.; Harding, Louise E.; Bambling, Matthew; Edirippulige, Sisira; Bai, Xuejun; Smith, Anthony C.","https://doi.org/10.1089/tmj.2020.0068","2020"," Opinion piece","WHO","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",22
