,title,abstract,authors,link,date,subject,source,initial_decision,q0,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,exclusion_reason,extraction_date
10,"Climate change, Environment Pollution, Covid-19 Pandemic and Mental Health","Converging data would indicate the existence of possible relationships between climate change, environmental pollution and epidemics/pandemics, such as the current one due to SARS-COV2 virus  Each of these phenomena has been supposed to provoke detrimental effects on mental health mental  Therefore, the purpose of this paper was to review the available scientific literature on these variables in order to suggest and comment on their eventual synergistic effects on mental health  The available literature report that climate change, air pollution and COVID-19 pandemic might influence mental health, with disturbances ranging form mild negative emotional responses to full-blown psychiatric conditions, specifically, anxiety and depression, stress/trauma-related disorders, and substance abuse  The most vulnerable groups include elderly, children, woman, people with pre-existing health problems especially mental illnesses, subjects taking some types of medications including psychotropic drugs, individuals with low socio-economic status, and immigrants  It is evident that COVID-19 pandemic uncovers all the fragility and weakness of our ecosystem, and inability to protect ourselves from pollutants  Again, it underlines our faults and neglect towards disasters deriving from climate change or pollution, or the consequences of human activities irrespective of natural habitats and constantly increasing the probability of spillover of viruses from animals to humans  In conclusion, the psychological/psychiatric consequences of COVID-19 pandemic, that currently seem unavoidable, represent a sharp cue of our misconception and indifference towards the links between our behaviors and their influence on the “health” of our planet and of ourselves  It is time to move forwards towards a deeper understanding of these relationships, not only for our survival, but for the maintenance of that balance amongst man, animals and environment at the basis of the life in the earth, otherwise there will be no future","Marazziti, Donatella, Cianconi, Paolo, Mucci, Federico, Foresi, Lara, Chiarantini, Chiara, Vecchia, Alessandra Della",https://doi.org/10.1016/j.scitotenv.2021.145182,,"Database: COVIDWHO; Publication details: Science of The Total Environment;: 145182, 2021.; Publication details: Science of The Total Environment;: 145182, 2021.; Publication type: article",WHO,,,,,,,,,,,,,,False,False,,,,,False,False,False,,2021-01-26
11,Using Telehealth to Improve Buprenorphine Access During and After COVID-19: A Rapid Response Initiative in Rhode Island,"Despite its proven efficacy, buprenorphine remains dramatically underutilized for management of opioid use disorder largely due to onerous barriers to treatment initiation  During the COVID-19 pandemic, many substance use disorder treatment facilities have reduced their hours and services, exacerbating existing barriers  To this end, the U S  Drug Enforcement Administration and Substance Abuse Mental Health Services Administration adjusted their guidelines to allow for new buprenorphine prescriptions following audio-only telehealth encounters, no longer requiring an in-person evaluation prior to treatment initiation  Under this new guidance, we established a 24/7 telephone hotline to function as a “tele-bridge” clinic where people with opioid use disorder can be linked with a buprenorphine prescriber in real-time for OUD assessment and unobserved buprenorphine initiation with connection to follow-up if appropriate  Additionally, we developed an ED callback protocol to reach patients recently seen for opioid overdose and facilitate their entry into care if interested  In this commentary we describe our hotline and ED callback protocols, discuss theoretical and anecdotal benefits to this approach, and advocate for continuation of current regulatory changes post-COVID-19 to maintain expanded access to novel treatment approaches","Clark, Seth A.; Samuels, Elizabeth A.; Wightman, Rachel S.; Wunsch, Caroline, Keeler, Lee Ann Jordison, Reddy, Neha, Davis, Corey",https://doi.org/10.1016/j.jsat.2021.108283,,"Database: COVIDWHO; Publication details: Journal of Substance Abuse Treatment;: 108283, 2021.; Publication details: Journal of Substance Abuse Treatment;: 108283, 2021.; Publication type: article",WHO,,,,,,,,,,,,,,False,False,,,,,False,False,False,,2021-01-26
12,The impact on mental health patients of COVID-19 outbreak in Spain,"Abstract: Public health studies warn of the vulnerability of people with mental disorders during the COVID-19 outbreak  Thus, the aims of this study were to (1) explore the presence of symptoms of anxiety, depression and acute stress among people with a mental disorder (MD);(2) evaluate the rate of COVID-19 infection between MD and non-MD, and (3) study the relationship between the emotional state of people with a mental disorder and some environmental variables  A cross-sectional study starting on March 29 to April 5, 2020 based on a national online survey using snowball sampling techniques was conducted  Symptoms of anxiety (Hamilton Anxiety Scale), depression (Beck Depression Inventory) and acute stress (Acute Stress Disorder Inventory) were compared in MD and non-MD  The rate of COVID-19 confirmed cases among MD and non-MD was compared as well as the relationship between some environmental variables and the emotional state within MD  Up to 1839 [201 (10 9%) MD] participants completed the survey  MD showed significant higher mean (SD) in anxiety [24 7 (11 8) vs  17 (10 3);p=0 001], depression [7 9 (6 0) vs  4 2 (4 2);p=0 001] and acute stress [6 3 (3 2) vs  4 4 (3 1);p=0 001] scores than non-MD  The COVID-19 confirmed cases rate was higher in MD participants than in non-MD (3 5% vs  0 4%;p&lt;0 001)  Among the MD group, being a COVID-19 confirmed case, the lack in basic needs coverage, the rpesence of violence, drug use and the absence of physical excercise were associated with more severe depressive symptoms  Findings suggest that the COVID-19 has an impact on the emotional state of people with mental disorders","García-Fernández, Lorena, Romero-Ferreiro, Veronica, Padilla, Sergio, López-Roldán, Pedro David, Monzó-García, María, Rodriguez-Jimenez, Roberto",https://doi.org/10.1016/j.jpsychires.2021.01.028,,Database: COVIDWHO; Publication details: Journal of Psychiatric Research;2021.; Publication details: Journal of Psychiatric Research;2021.; Publication type: article,WHO,,,,,,,,,,,,,,False,False,,,,,False,False,False,,2021-01-26
13,"Post-traumatic stress, anxiety, and depressive symptoms in caregivers of children tested for COVID-19 in the acute phase of the Italian outbreak","Background The recent COVID-19 pandemic pointed out new burdens for researchers on mental health and that evidence-based (EB) studies on vulnerable populations are timely needed  The present paper aims at analysing the impact of suspicious of SARS-COV-2 infection in a cohort of parents presented at 3 major hospitals (spread between north and center of Italy) during the Italian COVID-19 pandemic phase 1 Methods Participants of the present cross-sectional, multicenter study were parental couples of children suspected to have COVID-19 who underwent testing with nasopharyngeal swabbing  All subjects were assessed by means of the: Impact of Event Scale-Revised (IES-R), Generalized Anxiety Disorder 7-Item (GAD-7) and Patient Health Questionnaire-9 (PHQ-9) in order to evaluate Post-traumatic stress (PTSS), anxiety, and depressive symptoms, respectively  Outcomes Results evidenced that parents whose children tested positive for COVID-19 were more prone to developing PTSS, anxiety and depressive symptoms  The same results emerged for parents who had quarantined as opposed to those who had not  Moreover, patients who suffered economic damage showed a higher prevalence of anxiety and depressive symptoms, whereas PTSS was more common among unemployed subjects and among mothers  Interpretation This study identified a mental health strain represented by parenting a child who tested positive for SARS-CoV-2 infection  Further EB research is needed to develop evidence-driven strategies to reduce adverse psychological impacts and related psychiatric symptoms in caregivers of COVID-19 infected children during the next phases of the pandemic","Orsini, A.; Corsi, M.; Pedrinelli, V.; Santangelo, A.; Bertelloni, C.; Dell’Oste, V.; Cordelli, D.; Perrone, A.; Parini, L.; Lanari, M.; Massimetti, G.; Bonuccelli, A.; Foiadelli, T.; Trabatti, C.; Savasta, S.; Marseglia, G.; Striano, P.; Peroni, D. G.; Dell’Osso, L.; Carmassi, C.",https://doi.org/10.1016/j.jpsychires.2021.01.024,,Database: COVIDWHO; Publication details: Journal of Psychiatric Research;2021.; Publication details: Journal of Psychiatric Research;2021.; Publication type: article,WHO,,,,,,,,,,,,,,False,False,,,,,False,False,False,,2021-01-26
14,Workplace violence and its association with quality of life among mental health professionals in China during the COVID-19 pandemic,"Objective Mental health professionals are often exposed to workplace violence (WPV) in China  This study examined the prevalence of WPV and the associated factors and quality of life (QOL) among frontline mental health professionals during the COVID-19 pandemic  Methods This national survey was carried out between March 15 and March 20, 2020  WPV and QOL were assessed with standardized measures  Results A total of 10,516 participants were included  The prevalence of overall WPV was 18 5% (95% CI: 17 9–19 3%), while verbal abuse/threats was 15 8% and physical violence was 8 4%  Multiple logistic regression analysis revealed that male gender (OR=1 42, P&lt;0 01), higher educational level (OR=1 40, P&lt;0 01), working in tertiary hospitals (OR=1 33, P&lt;0 01), caring for COVID-19 patients (OR=3 10, P&lt;0 01) and having more severe anxiety symptom (OR=1 21, P&lt;0 01) were positively associated with WPV  In contrast, working in inpatient departments (OR=0 74, P&lt;0 01), having longer work experience (OR=0 99, P=0 03), and being a junior nurse (OR=0 73, P&lt;0 01) were negatively associated with WPV  After controlling for the covariates, mental health professionals who experienced WPV had a lower overall QOL compared to those without WPV (F (1, 10515) =68 28, P&lt;0 01)  Conclusion This study found that WPV was common among mental health professionals in China during the COVID-19 pandemic  Considering the negative impact of WPV on QOL and quality of patient care, appropriate measures to prevent WPV should be developed","Xie, Xiaomeng, Zhao, Yanjie, An, Fengrong, Zhang, Qinge, Yu, Haiyang, Yuan, Zhen, Cheung, Teris, Ng, Chee H.; Xiang, Yu-Tao",https://doi.org/10.1016/j.jpsychires.2021.01.023,,Database: COVIDWHO; Publication details: Journal of Psychiatric Research;2021.; Publication details: Journal of Psychiatric Research;2021.; Publication type: article,WHO,,,,,,,,,,,,,,False,False,,,,,False,False,False,,2021-01-26
15,Changes in Pediatric Trauma during COVID-19 Stay-at-home Epoch at a Tertiary Pediatric Hospital,"Background Trauma is the leading cause of morbidity and mortality in the pediatric population  However, during the societal disruptions secondary to the coronavirus (COVID-19) stay-at-home regulations, there have been reported changes to the pattern and severity of pediatric trauma  We review our two-institution experience  Methods Pediatric trauma emergency department (ED) encounters from the National Trauma Registry for a large, tertiary, metropolitan level 1 pediatric trauma center and pediatric burn admission at the regional burn center were extracted for children under 19 years from March 15th thru May 15th during the years 2015-2020  The primary outcome was the difference in encounters during the COVID-19 (2020) epoch versus the pre-COVID-19 epoch (2015-2019)  Results There were 392 pediatric trauma encounters during the COVID-19 epoch as compared to 451, 475, 520, 460, 432 (mean 467 6) during the pre-COVID-19 epoch  Overall trauma admissions and ED trauma encounters were significantly lower (P&lt;0 001) during COVID-19  Burn injury admissions (P&lt;0 001) and penetrating trauma encounters (P=0 002) increased during the COVID-19 epoch while blunt trauma encounters decreased (P&lt;0 001)  Trauma occurred among more white (P=0 01) and privately insured (P&lt;0 001) children, but no difference in suspected abuse, injury severity, mortality, age, or gender were detected  Sub-analysis showed significant decreases in motor vehicle crashes (P&lt;0 001), pedestrians struck by automobile (P&lt;0 001), all-terrain vehicle (ATV)/motorcross/bicycle/skateboard involved injuries (P=0 02), falls (P&lt;0 001), and sports related injuries (P&lt;0 001)  Fewer injuries occurring in the playground or home play equipment such as trampolines neared significance (P=0 05)  Interpersonal violence (assault, NAT, self-harm) was lower during the COVID-19 era (P=0 04)  For burn admissions, there was a significant increase in flame burns (P&lt;0 001)  Conclusions Stay-at-home regulations alter societal patterns, leading to decreased overall and blunt traumas  However, the proportion of penetrating and burn injuries increased  Due to increased stressors and time spent at home, healthcare professionals should keep a high suspicion for abuse and neglect","Sanford, Ethan L.; Zagory, Jessica, Blackwell, James-Michael, Szmuk, Peter, Ryan, Mark, Ambardekar, Aditee",https://doi.org/10.1016/j.jpedsurg.2021.01.020,,Database: COVIDWHO; Publication details: Journal of Pediatric Surgery;2021.; Publication details: Journal of Pediatric Surgery;2021.; Publication type: article,WHO,,,,,,,,,,,,,,False,False,,,,,False,False,False,,2021-01-26
16,The outbreak of COVID-19 altered the relationship between current negative memory biases and future depressive degree in nonclinical depression,"Summary The outbreak of the novel coronavirus disease 2019 (COVID-19) has increased concern about people’s mental health under such serious stressful situation, especially depressive symptoms  Cognitive biases have been related to depression degree in previous studies  Here, we used behavioral and brain imaging analysis, to determine if and how the COVID-19 pandemic affects the relationship between current cognitive biases and future depression degree and the underlying neural basis in a nonclinical depressed population  An out-expectation result showed that a more negative memory bias was associated with a greater decrease in future depressive indices in nonclinical depressed participants during the COVID-19 pandemic, which might be due to decreased social stress  These data enhance our understanding of how the depressive degree of nonclinical depressed populations will change during the COVID-19 pandemic and also provide support for social distancing policies from a psychological perspective","Zhang, Pengyu, Piao, Yi, Chen, Ying, Ren, Jiecheng, Zhang, Longhua, Qiu, Bensheng, Wei, Zhengde, Zhang, Xiaochu",https://doi.org/10.1016/j.isci.2021.102081,,"Database: COVIDWHO; Publication details: iScience;: 102081, 2021.; Publication details: iScience;: 102081, 2021.; Publication type: article",WHO,,,,,,,,,,,,,,False,False,,,,,False,False,False,,2021-01-26
17,The roles of a psychiatrist in the COVID-19 pandemic,"The COVID-19 pandemic and its restrictions have strained personal psychological resilience, tested family relationships, fragmented local communities, disrupted schools and other educational institutions, exhausted health and social services, and drained national economies  Initial concerns necessarily focused on the ability of primary care services and general hospitals to cope with a potentially overwhelming wave of physically unwell patients  Attention is now being drawn to adverse effects of the pandemic on individual and societal mental health  Mental health services have important roles in mitigating adverse effects of the pandemic and measures such as enforced isolation and regional lockdown on individual mental health, in supporting the recovery of psychologically affected individuals and an exhausted health workforce, and in fostering community resilience and cohesiveness","Baldwin, David S.; Gordon, Robert, Marlowe, Karl",https://doi.org/10.1016/j.intcar.2021.100036,,"Database: COVIDWHO; Publication details: Clinics in Integrated Care;: 100036, 2021.; Publication details: Clinics in Integrated Care;: 100036, 2021.; Publication type: article",WHO,,,,,,,,,,,,,,False,False,,,,,False,False,False,,2021-01-26
18,"A rapid review of the impacts of ""Big Events"" on risks, harms, and service delivery among people who use drugs: Implications for responding to COVID-19","Background : “Big Events” are major disruptions to physical, political, and economic environments that can influence vulnerability to drug-related harms  We reviewed the impacts of Big Events with relevance to the COVID-19 pandemic on drug-related risk and harms and access to drug treatment and harm reduction services  Methods We conducted a rapid review of quantitative, qualitative, and mixed methods literature relating to the following Big Events: respiratory infection pandemics, natural disasters, financial crises, and heroin shortages  Included studies reported data on changes to risks, harms, and/or service provisioning for people who use illicit drugs (other than cannabis) in the context of these Big Events  Searches were conducted in PubMed in May 2020, and two reviewers screened studies for inclusion  Peer-reviewed studies published in English or French were included  We used a narrative synthesis approach and mapped risk pathways identified in the literature  Results : No studies reporting on respiratory infection pandemics were identified  Twelve studies reporting on natural disaster outcomes noted marked disruption to drug markets, increased violence and risk of drug-related harm, and significant barriers to service provision caused by infrastructure damage  Five studies of the 2008 global financial crisis indicated increases in the frequency of drug use and associated harms as incomes and service funding declined  Finally, 17 studies of heroin shortages noted increases in heroin price and adulteration, potentiating drug substitutions and risk behaviors, as well as growing demand for drug treatment  Conclusion : Current evidence reveals numerous risk pathways and service impacts emanating from Big Events  Risk pathway maps derived from this literature provide groundwork for future research and policy analyses, including in the context of the COVID-19 pandemic  In light of the findings, we recommend responding to the pandemic with legislative and financial support for the flexible delivery of harm reduction services, opioid agonist treatment, and mental health care","Zolopa, Camille, Hoj, Stine, Bruneau, Julie, Meeson, Julie-Soleil, Minoyan, Nanor, Raynault, Marie-France, Makarenko, Iuliia, Larney, Sarah",https://doi.org/10.1016/j.drugpo.2021.103127,,"Database: COVIDWHO; Publication details: International Journal of Drug Policy;: 103127, 2021.; Publication details: International Journal of Drug Policy;: 103127, 2021.; Publication type: article",WHO,,,,,,,,,,,,,,False,False,,,,,False,False,False,,2021-01-26
19,A Public Health Framework for Preventing Mental Disorders in the Context of Pandemics,"The COVID-19 pandemic has universally threatened the building blocks of mental health, well-being, and quality of life, namely, expectations of safety, connectedness, hope, and individual and societal efficacy  Consequently, unprecedently large numbers of individuals are significantly stressed and many are at risk for relapse of mental health problems, exacerbations of existing mental and behavioral health problems, and new onset clinical problems  Because of the scope of the problem, a population-based public health perspective is needed, which in the context of disasters has well-established theories and prevention approaches  Public health approaches to disasters and pandemics focus on preventing subclinical problems from becoming clinical disorders, in comparison to clinical care approaches that focus on treating established disorders  Fortunately, specialty care clinicians who typically think about assessing and treating established disorders have the training and clinical competencies to deliver prevention-focused interventions  This paper is designed to help specialty care clinicians who use cognitive-behavioral strategies to understand the biopsychosocial impacts and resource deficits associated with COVID-19-related stressors and the public health perspective to address them  We also provide ways clinicians can help people who are suffering from significant stress and resource deficits bounce back and regain functioning  We describe psychological first aid, stress management, repeated ecological assessment, writing about stressors, problem-solving, and behavioral activation approaches to assist individuals at risk for enduring stress-linked problems","Litz, Brett T.; Cummings, Mackenzie H.; Grunthal, Breanna, McLean, Caitlin L.",https://doi.org/10.1016/j.cbpra.2020.11.004,,Database: COVIDWHO; Publication details: Cognitive and Behavioral Practice;2021.; Publication details: Cognitive and Behavioral Practice;2021.; Publication type: article,WHO,,,,,,,,,,,,,,False,False,,,,,False,False,False,,2021-01-26
20,Relationship of substance dependence and time to RT-PCR negative status in patients with COVID-19 infection,"Background To date, no study has evaluated the association of alcohol dependence with the outcome of the COVID-19 infection  Aim The current study aimed to evaluate the association of substance dependence (alcohol and tobacco) with the outcome (i e , time to have two consecutive negative test reports) of the COVID-19 infection  Results The mean age of the study participants (n = 95) was 37 2 yrs (SD-13 2)  More than half of the participants were males  About one-fourth (N = 25;26 3%) were consuming various substances in a dependent pattern  Alcohol dependence was present in 21 participants (22 1%), and Tobacco dependence was present in 10 5% of participants  Even after using gender, age, and physical illness as covariates, patients with any kind of substance dependence had a significantly lower chance of having a negative report on RT-PCR on 14th day, 18th 23rd day  Conclusion Substance dependence takes a longer time to test negative on RT-PCR, once diagnosed with COVID-19 infection  Mental health professionals involved in the care of patients with COVID-19 should accordingly prepare these patients for a possible longer hospital stay to reduce the distress associated with prolongation of hospital stay","Mehra, Aseem, Suri, Vikas, Sahoo, Swapnajeet, Malhotra, Pankaj, Yaddanapudi, Lakshmi Narayana, Puri, G. D.; Bhalla, Ashish, Grover, Sandeep",https://doi.org/10.1016/j.ajp.2021.102562,,"Database: COVIDWHO; Publication details: Asian Journal of Psychiatry;: 102562, 2021.; Publication details: Asian Journal of Psychiatry;: 102562, 2021.; Publication type: article",WHO,,,,,,,,,,,,,,False,False,,,,,False,False,False,,2021-01-26
21,Foster campus resilience in this time of COVID-19,"News outlets overflow with grim information about the COVID-19 pandemic and its dire effects  Divisive and conflicting political opinions have further inflamed stress, fear, anger, loss, hopelessness, boredom, and other negative emotions  Students are experiencing social isolation and major life disruptions at a time when resilience is most needed and hardest to employ","Bedrossian, Louise",https://doi.org/10.1002/dhe.30987,,"Database: COVIDWHO; Publication details: Disability Compliance for Higher Education;26(7):6-6, 2021.; Publication details: Disability Compliance for Higher Education;26(7):6-6, 2021.; Publication type: article",WHO,,,,,,,,,,,,,,False,False,,,,,False,False,False,,2021-01-26
